X3QM4E4N,0,1,http://www.wikidata.org/entity/Q7886220
D57LSWY2,0,3,http://www.wikidata.org/entity/Q7847006
D57LSWY2,0,6,http://www.wikidata.org/entity/Q7811703
9XIWHWO4,0,1,http://www.wikidata.org/entity/Q7809018
9XIWHWO4,0,2,http://www.wikidata.org/entity/Q7808881
9XIWHWO4,0,6,http://www.wikidata.org/entity/Q7690163
KGKU5BIK,0,4,http://www.wikidata.org/entity/Q7634805
PLELE23Q,0,1,http://www.wikidata.org/entity/Q7619409
PLELE23Q,0,2,http://www.wikidata.org/entity/Q7618268
PLELE23Q,0,3,http://www.wikidata.org/entity/Q7611696
PLELE23Q,0,4,http://www.wikidata.org/entity/Q7611478
PLELE23Q,0,5,http://www.wikidata.org/entity/Q7605806
PE41RDSF,0,1,http://www.wikidata.org/entity/Q7596667
PE41RDSF,0,3,http://www.wikidata.org/entity/Q7590590
PE41RDSF,0,4,http://www.wikidata.org/entity/Q7589378
PE41RDSF,0,5,http://www.wikidata.org/entity/Q7588925
PE41RDSF,0,6,http://www.wikidata.org/entity/Q7581078
EP61J3CK,0,1,http://www.wikidata.org/entity/Q7576200
EP61J3CK,0,2,http://www.wikidata.org/entity/Q7573851
EP61J3CK,0,4,http://www.wikidata.org/entity/Q7545519
3ZXBWWOU,0,1,http://www.wikidata.org/entity/Q5928959
3ZXBWWOU,0,2,http://www.wikidata.org/entity/Q7291882
3ZXBWWOU,0,4,http://www.wikidata.org/entity/Q7239386
R6F0ATDO,0,1,http://www.wikidata.org/entity/Q616547
R6F0ATDO,0,3,http://www.wikidata.org/entity/Q4681301
ZAMT9C6Q,0,1,http://www.wikidata.org/entity/Q7404200
ZAMT9C6Q,0,4,http://www.wikidata.org/entity/Q5268223
ZAMT9C6Q,0,5,http://www.wikidata.org/entity/Q542295
RP5VJ3XI,0,2,http://www.wikidata.org/entity/Q4868954
RP5VJ3XI,0,3,http://www.wikidata.org/entity/Q7415779
8CF6FHQ7,0,1,http://www.wikidata.org/entity/Q5461691
8CF6FHQ7,0,2,http://www.wikidata.org/entity/Q4849226
8CF6FHQ7,0,3,http://www.wikidata.org/entity/Q7996362
5LHE02DZ,0,1,http://www.wikidata.org/entity/Q7995437
5LHE02DZ,0,2,http://www.wikidata.org/entity/Q7156092
5LHE02DZ,0,3,http://www.wikidata.org/entity/Q578755
T8JKJNIE,0,1,http://www.wikidata.org/entity/Q6665380
T8JKJNIE,0,2,http://www.wikidata.org/entity/Q7238071
T8JKJNIE,0,3,http://www.wikidata.org/entity/Q5325064
N79DI9A6,0,3,http://www.wikidata.org/entity/Q5211720
N79DI9A6,0,4,http://www.wikidata.org/entity/Q7087208
ZNBTOU45,0,1,http://www.wikidata.org/entity/Q47537623
ZNBTOU45,0,2,http://www.wikidata.org/entity/Q12061383
ZNBTOU45,0,3,http://www.wikidata.org/entity/Q90318841
ZNBTOU45,0,4,http://www.wikidata.org/entity/Q47544387
ARQPK1HD,0,1,http://www.wikidata.org/entity/Q5466610
ARQPK1HD,0,2,http://www.wikidata.org/entity/Q23981952
AP6SL1G7,0,1,http://www.wikidata.org/entity/Q21694746
AP6SL1G7,0,2,http://www.wikidata.org/entity/Q21694759
AP6SL1G7,0,3,http://www.wikidata.org/entity/Q1369280
AP6SL1G7,0,4,http://www.wikidata.org/entity/Q21683239
AP6SL1G7,0,5,http://www.wikidata.org/entity/Q23079
XU1DFJP8,0,1,http://www.wikidata.org/entity/Q23129
XU1DFJP8,0,2,http://www.wikidata.org/entity/Q21487155
XU1DFJP8,0,3,http://www.wikidata.org/entity/Q21496716
XU1DFJP8,0,4,http://www.wikidata.org/entity/Q894077
XU1DFJP8,0,5,http://www.wikidata.org/entity/Q20989106
XU1DFJP8,0,6,http://www.wikidata.org/entity/Q1070590
HPA9AMVG,0,1,http://www.wikidata.org/entity/Q2673020
HPA9AMVG,0,2,http://www.wikidata.org/entity/Q21695028
HPA9AMVG,0,3,http://www.wikidata.org/entity/Q23107
HPA9AMVG,0,4,http://www.wikidata.org/entity/Q1136118
HPA9AMVG,0,5,http://www.wikidata.org/entity/Q9679
62J9XHO2,0,1,http://www.wikidata.org/entity/Q55231693
62J9XHO2,0,2,http://www.wikidata.org/entity/Q797782
62J9XHO2,0,3,http://www.wikidata.org/entity/Q376141
62J9XHO2,0,4,http://www.wikidata.org/entity/Q20986421
RZI4Q2B3,0,1,http://www.wikidata.org/entity/Q21694636
RZI4Q2B3,0,2,http://www.wikidata.org/entity/Q1758432
RZI4Q2B3,0,3,http://www.wikidata.org/entity/Q1368496
417RTRB0,0,1,http://www.wikidata.org/entity/Q1137286
417RTRB0,0,3,http://www.wikidata.org/entity/Q894093
GIZIJM3A,0,1,http://www.wikidata.org/entity/Q71293967
GIZIJM3A,1,1,http://www.wikidata.org/entity/Q3181125
GIZIJM3A,0,2,http://www.wikidata.org/entity/Q77783292
GIZIJM3A,1,2,http://www.wikidata.org/entity/Q761885
COW6UEXW,1,1,http://www.wikidata.org/entity/Q159
COW6UEXW,0,2,http://www.wikidata.org/entity/Q62787504
COW6UEXW,1,2,http://www.wikidata.org/entity/Q55
Z2TGFTJK,0,1,http://www.wikidata.org/entity/Q6433268
Z2TGFTJK,0,3,http://www.wikidata.org/entity/Q1894527
Z2TGFTJK,0,4,http://www.wikidata.org/entity/Q1069714
2R7UXVKS,0,1,http://www.wikidata.org/entity/Q4635305
2R7UXVKS,0,2,http://www.wikidata.org/entity/Q4635453
2R7UXVKS,0,3,http://www.wikidata.org/entity/Q2983355
2R7UXVKS,0,4,http://www.wikidata.org/entity/Q5100161
2R7UXVKS,0,5,http://www.wikidata.org/entity/Q705989
2R7UXVKS,0,6,http://www.wikidata.org/entity/Q999188
B8GHX3X4,0,1,http://www.wikidata.org/entity/Q2442219
B8GHX3X4,0,2,http://www.wikidata.org/entity/Q2544311
B8GHX3X4,0,3,http://www.wikidata.org/entity/Q5248764
W26U9AK3,0,1,http://www.wikidata.org/entity/Q491571
W26U9AK3,0,2,http://www.wikidata.org/entity/Q5116718
W26U9AK3,0,3,http://www.wikidata.org/entity/Q2208443
W26U9AK3,0,4,http://www.wikidata.org/entity/Q876944
W26U9AK3,0,5,http://www.wikidata.org/entity/Q1041478
